# File: experimental-raw-data.txt
# Date: Thu Mar  9 15:44:42 2017
# Author: Nicolas P. Rougier <Nicolas.Rougier@inria.fr>
# Fields: performance	session_id	condition
# condition = 0: Day 1 / Muscimol / 10 firsts
# condition = 1: Day 1 / Muscimol / 10 lasts
# condition = 2: Day 2 / Saline / 10 firsts
# condition = 3: Day 2 / Saline / 10 lasts
0	11	1
0	11	1
0	11	1
0	11	1
0	11	1
1	0	2
1	0	2
1	0	2
1	0	2
1	0	2
1	0	2
1	0	2
1	0	2
1	0	2
1	0	2
1	0	3
1	0	3
0	0	3
1	0	3
1	0	3
1	0	3
1	0	3
0	0	3
0	0	3
0	0	3
1	1	2
1	1	2
0	1	2
0	1	2
1	1	2
1	1	2
1	1	2
0	1	2
0	1	2
1	1	2
1	1	3
1	1	3
1	1	3
1	1	3
1	1	3
1	1	3
1	1	3
1	1	3
1	1	3
1	1	3
0	2	2
1	2	2
1	2	2
0	2	2
1	2	2
1	2	2
1	2	2
1	2	2
1	2	2
1	2	2
1	2	3
1	2	3
1	2	3
1	2	3
1	2	3
1	2	3
1	2	3
1	2	3
1	2	3
1	2	3
0	3	2
0	3	2
0	3	2
0	3	2
0	3	2
1	3	2
1	3	2
1	3	2
1	3	2
1	3	2
1	3	3
1	3	3
1	3	3
1	3	3
1	3	3
1	3	3
1	3	3
1	3	3
1	3	3
1	3	3
0	4	2
1	4	2
0	4	2
0	4	2
1	4	2
0	4	2
0	4	2
0	4	2
1	4	2
0	4	2
1	4	3
1	4	3
0	4	3
1	4	3
0	4	3
1	4	3
1	4	3
1	4	3
1	4	3
1	4	3
0	5	2
0	5	2
1	5	2
1	5	2
1	5	2
1	5	2
1	5	2
1	5	2
1	5	2
1	5	2
0	5	3
1	5	3
1	5	3
0	5	3
1	5	3
1	5	3
1	5	3
1	5	3
1	5	3
1	5	3
0	6	2
0	6	2
0	6	2
1	6	2
1	6	2
1	6	2
1	6	2
0	6	2
1	6	2
0	6	2
1	6	3
1	6	3
1	6	3
1	6	3
1	6	3
1	6	3
1	6	3
1	6	3
1	6	3
1	6	3
0	7	2
0	7	2
1	7	2
1	7	2
0	7	2
0	7	2
0	7	2
0	7	2
1	7	2
1	7	2
0	7	3
1	7	3
0	7	3
0	7	3
1	7	3
1	7	3
1	7	3
0	7	3
1	7	3
1	7	3
1	8	2
1	8	2
0	8	2
1	8	2
0	8	2
0	8	2
1	8	2
1	8	2
1	8	2
1	8	2
1	8	3
1	8	3
1	8	3
1	8	3
1	8	3
1	8	3
1	8	3
1	8	3
1	8	3
1	8	3
0	9	2
1	9	2
1	9	2
1	9	2
1	9	2
0	9	2
1	9	2
1	9	2
1	9	2
1	9	2
1	9	3
1	9	3
1	9	3
1	9	3
1	9	3
1	9	3
1	9	3
1	9	3
1	9	3
1	9	3
0	10	2
0	10	2
0	10	2
0	10	2
1	10	2
1	10	2
1	10	2
1	10	2
1	10	2
1	10	2
0	10	3
0	10	3
1	10	3
1	10	3
0	10	3
0	10	3
1	10	3
0	10	3
0	10	3
1	10	3
1	11	2
1	11	2
1	11	2
1	11	2
1	11	2
1	11	2
1	11	2
1	11	2
1	11	2
1	11	2
0	11	3
1	11	3
1	11	3
1	11	3
1	11	3
1	11	3
1	11	3
1	11	3
1	11	3
1	11	3
